City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
176,Acari,PE,4/22/2022 19:42,-15.4311,-74.6158,77.49,63,30,10.33
177,Abha,SA,4/22/2022 19:39,18.2164,42.5053,66.02,37,40,19.57
178,Awbari,LY,4/22/2022 19:42,26.5921,12.7805,79.16,15,0,11.39
179,Morondava,MG,4/22/2022 19:42,-20.2833,44.2833,74.68,88,95,10.29
180,Puri,IN,4/22/2022 19:42,19.8,85.85,81.5,88,3,19.53
181,Igarka,RU,4/22/2022 19:42,67.4667,86.5833,13.73,96,98,8.52
182,Ponta Delgada,PT,4/22/2022 19:43,37.7333,-25.6667,57.92,58,75,10.36
183,Jiwani,PK,4/22/2022 19:43,25.05,61.7417,80.26,82,0,6.82
184,Shaygino,RU,4/22/2022 19:43,57.7675,46.8618,35.15,78,11,5.32
185,Nouadhibou,MR,4/22/2022 19:43,20.931,-17.0347,69.78,60,0,20.71
186,Johi,PK,4/22/2022 19:43,26.6921,67.6133,90.79,22,17,11.23
187,Lima,PE,4/22/2022 19:43,-12.0432,-77.0282,70.39,75,40,13.8
188,Satipo,PE,4/22/2022 19:43,-11.2522,-74.6386,90.68,43,78,1.45
189,Idukki,IN,4/22/2022 19:43,9.85,76.9667,70.61,93,100,3
190,Chakradharpur,IN,4/22/2022 19:43,22.7,85.6333,86.79,26,48,1.14
191,Ust-Koksa,RU,4/22/2022 19:43,50.2696,85.6108,28.45,87,24,3.33
192,Eirunepe,BR,4/22/2022 19:43,-6.6603,-69.8736,83.97,71,58,4.09
193,Klaksvik,FO,4/22/2022 19:42,62.2266,-6.589,45.52,83,73,18.59
194,Rakai,UG,4/22/2022 19:43,-0.72,31.4839,61.83,92,98,0.34
195,Mango,US,4/22/2022 19:43,27.9797,-82.3065,87.15,52,75,17
196,Ntchisi,MW,4/22/2022 19:43,-13.5278,33.9149,58.35,95,6,2.59
197,Punta Gorda,US,4/22/2022 19:42,26.9298,-82.0454,89.65,40,20,17.27
198,Gyal,HU,4/22/2022 19:43,47.3845,19.2214,48.7,85,100,10.36
199,Ilhabela,BR,4/22/2022 19:43,-23.7781,-45.3581,75.76,74,3,4.99
200,Arrecife,ES,4/22/2022 19:43,28.963,-13.5477,66.18,55,20,13.8
201,Viedma,AR,4/22/2022 19:43,-40.8135,-62.9967,56.23,49,6,15.41
202,Forasti,RO,4/22/2022 19:43,47.35,26.4667,55.78,89,68,5.93
203,Durban,ZA,4/22/2022 19:43,-29.8579,31.0292,73.92,88,31,8.01
204,Longyearbyen,SJ,4/22/2022 19:43,78.2186,15.6401,22.84,74,75,12.66
205,Iskateley,RU,4/22/2022 19:43,67.6803,53.1512,0.28,92,7,7.76
206,Iqaluit,CA,4/22/2022 19:43,63.7506,-68.5145,13.73,61,100,5.75
207,Clyde River,CA,4/22/2022 19:38,70.4692,-68.5914,5.23,78,0,6.91
208,Tahoua,NE,4/22/2022 19:43,14.8888,5.2692,93.51,7,3,8.97
209,Pesochnoye,RU,4/22/2022 19:43,58.006,39.1772,44.91,64,53,2.95
210,Rincon,US,4/22/2022 19:43,32.296,-81.2354,80.56,41,20,12.66
211,Culebra,PR,4/22/2022 19:43,18.303,-65.301,82.49,74,20,15.12
212,Mokrousovo,RU,4/22/2022 19:43,55.8103,66.7653,28.96,76,23,8.9
213,Sao Filipe,CV,4/22/2022 19:43,14.8961,-24.4956,74.41,74,0,5.93
214,Rudnichnyy,RU,4/22/2022 19:43,59.617,52.4703,28.15,93,100,3.62
215,Bambous Virieux,MU,4/22/2022 19:43,-20.3428,57.7575,77.25,73,75,14.97
216,Savelugu,GH,4/22/2022 19:43,9.6244,-0.8253,94.51,33,6,7.29
217,Moundou,TD,4/22/2022 19:43,8.5667,16.0833,89.96,37,92,6.78
218,Maniitsoq,GL,4/22/2022 19:43,65.4167,-52.9,31.01,91,100,4.59
219,Marsabit,KE,4/22/2022 19:43,2.3284,37.9899,67.23,83,86,8.99
220,Bighapur,IN,4/22/2022 19:43,26.35,80.6833,87.28,21,0,4.79
221,Bubaque,GW,4/22/2022 19:43,11.2833,-15.8333,77.13,81,84,21.61
222,Inirida,CO,4/22/2022 19:43,3.8653,-67.9239,86.31,64,69,1.88
223,Zatoka,UA,4/22/2022 19:43,46.0725,30.4654,48.45,88,28,17.96
224,Anloga,GH,4/22/2022 19:43,5.7947,0.8973,82.54,80,28,13.89
225,Dhone,IN,4/22/2022 19:43,15.4167,77.8833,82.78,59,13,11.32
226,San Cristobal,VE,4/22/2022 19:43,7.7669,-72.225,80.78,61,72,4.88
227,San Onofre,CO,4/22/2022 19:43,9.7359,-75.5263,77.14,80,100,1.03
228,Bonavista,CA,4/22/2022 19:43,48.6499,-53.1147,39.72,62,100,16.91
229,Sembe,CG,4/22/2022 19:44,1.6481,14.5806,75.76,85,83,1.97
230,Quatre Cocos,MU,4/22/2022 19:44,-20.2078,57.7625,77.11,70,97,19.06
231,Rampura,IN,4/22/2022 19:44,30.25,75.2333,80.69,22,0,7.81
232,Touros,BR,4/22/2022 19:44,-5.1989,-35.4608,81.21,76,96,12.55
233,Saint-Francois,FR,4/22/2022 19:44,46.4154,3.9054,58.44,55,0,5.75
234,Faya,SA,4/22/2022 19:44,18.3851,42.4509,66.31,36,95,2.15
235,Mato Verde,BR,4/22/2022 19:44,-15.3972,-42.8664,80.53,51,100,3.36
236,Luanda,AO,4/22/2022 19:44,-8.8368,13.2343,80.6,83,20,6.91
237,Pelym,RU,4/22/2022 19:44,61.0108,61.9978,12.72,97,72,2.93
238,Ornskoldsvik,SE,4/22/2022 19:44,63.2909,18.7153,38.35,81,100,3.44
239,Domoni,KM,4/22/2022 19:44,-12.2569,44.5319,77.86,92,100,10.69
240,Palaikastron,GR,4/22/2022 19:44,35.2,26.25,60.89,56,0,6.93
241,Gobabis,NA,4/22/2022 19:44,-22.45,18.9667,63.28,42,1,6.44
242,Jardim,BR,4/22/2022 19:44,-21.4803,-56.1381,81.61,54,98,1.83
243,Karpathos,GR,4/22/2022 19:44,35.507,27.2132,58.96,82,2,3.44
244,Miracema Do Tocantins,BR,4/22/2022 19:45,-9.5618,-48.3967,81.91,79,100,2.75
245,Safaga,EG,4/22/2022 19:45,26.7292,33.9365,76.71,43,49,7.94
246,Shakhty,RU,4/22/2022 19:45,47.7091,40.2144,46.02,83,52,5.91
247,Moyale,KE,4/22/2022 19:45,3.5167,39.0584,68.94,77,100,4.56
248,Grand Gaube,MU,4/22/2022 19:45,-20.0064,57.6608,77.4,76,97,8.99
249,Camana,PE,4/22/2022 19:45,-16.6228,-72.7111,71.92,74,29,9.66
250,Santiago Del Estero,AR,4/22/2022 19:42,-27.7951,-64.2615,66.43,77,100,20
251,Odweyne,SO,4/22/2022 19:45,9.4092,45.064,77,50,72,5.21
252,Cap Malheureux,MU,4/22/2022 19:45,-19.9842,57.6142,77.47,76,96,8.99
253,Camopi,GF,4/22/2022 19:45,3.1655,-52.3158,73.09,96,100,1.16
254,Krasnoselkup,RU,4/22/2022 19:45,65.7,82.4667,3.79,94,100,10.58
255,Barkaker,NO,4/22/2022 19:45,59.3167,10.3833,59.49,43,0,3.44
256,Varginha,BR,4/22/2022 19:45,-21.5514,-45.4303,73.54,65,5,1.07
257,Axim,GH,4/22/2022 19:45,4.8699,-2.2405,80.2,84,46,8.81
258,Mandera,KE,4/22/2022 19:45,3.9366,41.867,86.34,55,100,5.86
259,Port-Gentil,GA,4/22/2022 19:45,-0.7193,8.7815,80.56,83,40,4.61
260,Kutum,SD,4/22/2022 19:45,14.2,24.6667,80.33,14,0,4.81
261,Jacmel,HT,4/22/2022 19:45,18.2342,-72.5347,85.84,71,65,3.76
262,Torbat-E Jam,IR,4/22/2022 19:45,35.244,60.6225,69.42,40,100,6.51
263,Miraflores,MX,4/22/2022 19:45,19.2167,-98.8083,74.03,31,69,5.28
264,Kamien Pomorski,PL,4/22/2022 19:45,53.9685,14.7726,48.56,76,2,9.93
265,Yarada,IN,4/22/2022 19:45,17.65,83.2667,84.52,79,20,5.75
266,Abu Kamal,SY,4/22/2022 19:45,34.4506,40.9171,73.53,18,63,6.58
267,Sao Joao Da Barra,BR,4/22/2022 19:45,-21.6403,-41.0511,89.69,78,0,9.57
268,Hofn,IS,4/22/2022 19:45,64.2539,-15.2082,45.14,84,12,3.76
269,Comodoro Rivadavia,AR,4/22/2022 19:40,-45.8667,-67.5,57.06,38,0,13.8
270,Reading,GB,4/22/2022 19:45,51.4562,-0.9711,56.01,64,75,14.97
271,Humaita,BR,4/22/2022 19:45,-7.5061,-63.0208,83.23,72,100,2.51
272,Forestville,US,4/22/2022 19:45,38.8451,-76.875,74.73,27,0,13.8
273,Tunceli,TR,4/22/2022 19:45,39.1083,39.5471,55.76,42,4,5.77
274,Oussouye,SN,4/22/2022 19:45,12.485,-16.5469,89.78,62,46,7.78
275,Vestmannaeyjar,IS,4/22/2022 19:45,63.4427,-20.2734,46.76,85,100,16.91
276,Henties Bay,NA,4/22/2022 19:46,-22.116,14.2845,63.14,83,0,6.04
277,Huarmey,PE,4/22/2022 19:46,-10.0681,-78.1522,71.91,77,31,10.83
278,Zhezkazgan,KZ,4/22/2022 19:43,47.8043,67.7144,52.12,63,10,9.26
279,Bonthe,SL,4/22/2022 19:46,7.5264,-12.505,81.03,78,100,8.46
280,Bandora,IN,4/22/2022 19:46,15.4,73.9667,81.16,79,93,1.77
281,Sabha,LY,4/22/2022 19:46,27.0377,14.4283,80.62,17,0,16.89
282,Oriximina,BR,4/22/2022 19:46,-1.7656,-55.8661,73,96,100,0.81
283,Loukhi,RU,4/22/2022 19:46,66.0764,33.0381,34.2,93,100,6.78
284,Colwyn Bay,GB,4/22/2022 19:46,53.2948,-3.7267,55.74,61,10,14
285,Livani,LV,4/22/2022 19:46,56.3543,26.1758,48.47,64,94,3.91
286,San Juan,AR,4/22/2022 19:46,-31.5375,-68.5364,71.11,35,0,14.12
287,Synya,RU,4/22/2022 19:46,65.3718,58.0387,7.21,97,32,3.78
288,Tabas,IR,4/22/2022 19:46,33.5959,56.9244,82.62,20,100,4.61
289,Grenaa,DK,4/22/2022 19:46,56.4158,10.8783,52.59,80,39,12.3
290,Krasnyy Yar,RU,4/22/2022 19:46,46.5331,48.3456,55.33,43,100,13.06
291,Aranos,NA,4/22/2022 19:46,-24.1333,19.1167,68.9,34,0,8.61
292,Bridlington,GB,4/22/2022 19:46,54.0831,-0.1919,49.89,86,0,18.32
293,Irituia,BR,4/22/2022 19:46,-1.7711,-47.4381,78.89,94,100,1.88
294,Meulaboh,ID,4/22/2022 19:41,4.1363,96.1285,78.1,89,77,3.24
295,Carsamba,TR,4/22/2022 19:46,41.1989,36.7219,52.79,93,75,4.61
296,Tefe,BR,4/22/2022 19:46,-3.3542,-64.7114,91.51,58,40,4.61
297,Qaqortoq,GL,4/22/2022 19:46,60.7167,-46.0333,37.31,80,100,3.87
298,Praia,CV,4/22/2022 19:46,14.9215,-23.5087,77.54,57,0,21.85
299,Reconquista,AR,4/22/2022 19:46,-29.15,-59.65,75.22,69,75,21.85
300,Muskegon,US,4/22/2022 19:44,43.3,-86.1334,48.94,89,100,5.75
301,Aguimes,ES,4/22/2022 19:46,27.9054,-15.4461,61.66,75,75,8.01
302,Marrakesh,MA,4/22/2022 19:46,31.6315,-8.0083,62.67,51,40,14.97
303,Marawi,PH,4/22/2022 19:46,7.9986,124.2928,67.77,94,30,2.21
304,Ercis,TR,4/22/2022 19:46,39.0287,43.3586,48.81,55,50,3.56
305,Kargil,IN,4/22/2022 19:46,34.5667,76.1,35.15,68,81,6.93
306,Carnarvon,AU,4/22/2022 19:46,-24.8667,113.6333,66.27,88,0,5.75
